"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez","symbol","chr","start","end","strand","biotype","description"
"47","ENSG00000048707",3383.37452775026,0.890781989015804,0.249337873467281,3.57258998253507,0.000353467967790699,0.00450991775247695,55187,"VPS13D","1",12230067,12512047,1,"protein_coding","vacuolar protein sorting 13 homolog D (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:23595]"
"1094","ENSG00000172296",199.119646417046,-0.733015734441671,0.2060909717844,-3.55675810587428,0.000375459579219032,0.004742564910152,55304,"SPTLC3","20",13008979,13169103,1,"protein_coding","serine palmitoyltransferase, long chain base subunit 3 [Source:HGNC Symbol;Acc:HGNC:16253]"
"164","ENSG00000088325",259.098901124438,-0.815655890622052,0.228508173308982,-3.56948234634543,0.000357687319028206,0.00455607606953926,22974,"TPX2","20",31739271,31801805,1,"protein_coding","TPX2, microtubule-associated [Source:HGNC Symbol;Acc:HGNC:1249]"
"1151","ENSG00000177426",1040.45736130932,0.887270074100868,0.176607968840392,5.02395265585514,5.06187203760845e-07,1.53631366752665e-05,7050,"TGIF1","18",3411608,3459978,1,"protein_coding","TGFB-induced factor homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11776]"
"167","ENSG00000088826",262.303750921952,-0.803300692292338,0.225335385421114,-3.56491143541927,0.00036397907258482,0.00462843245532922,54498,"SMOX","20",4120980,4187747,1,"protein_coding","spermine oxidase [Source:HGNC Symbol;Acc:HGNC:15862]"
"1199","ENSG00000182957",773.684237969596,-0.591866908277413,0.172151241892949,-3.43806354092676,0.000585890199500509,0.00675804041998112,221178,"SPATA13","13",23979805,24307074,1,"protein_coding","spermatogenesis associated 13 [Source:HGNC Symbol;Acc:HGNC:23222]"
"54","ENSG00000051620",1213.82298914253,0.505655521122846,0.141917087224677,3.56303480441586,0.00036659205326691,0.00465384463262981,23593,"HEBP2","6",138403531,138422197,1,"protein_coding","heme binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15716]"
"1135","ENSG00000175471",157.920966648959,1.81593251275846,0.465083419145647,3.90453075298686,9.44083870935635e-05,0.00152269970450694,79772,"MCTP1","5",94703741,95284575,-1,"protein_coding","multiple C2 domains, transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:26183]"
"1069","ENSG00000170836",417.395463591586,-0.63803059799518,0.136535131011408,-4.67301414126059,2.96811321868948e-06,7.38129305370314e-05,8493,"PPM1D","17",60600183,60666280,1,"protein_coding","protein phosphatase, Mg2+/Mn2+ dependent, 1D [Source:HGNC Symbol;Acc:HGNC:9277]"
"868","ENSG00000159023",386.749704769812,-0.816488915163647,0.232486053148603,-3.51199095217017,0.000444763140419349,0.005449787833051,2035,"EPB41","1",28887091,29120046,1,"protein_coding","erythrocyte membrane protein band 4.1 [Source:HGNC Symbol;Acc:HGNC:3377]"
"886","ENSG00000161381",638.807783189439,-1.27537363841126,0.295961431269824,-4.30925621943123,1.63804507546173e-05,0.000334793423318056,57125,"PLXDC1","17",39063303,39154394,-1,"protein_coding","plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]"
"1089","ENSG00000171824",1545.48230291835,0.618398502707741,0.175799727389339,3.51763061235123,0.000435418010274741,0.00535119853542142,5394,"EXOSC10","1",11066618,11099881,-1,"protein_coding","exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]"
"1090","ENSG00000171862",361.533347198594,-0.673897475672454,0.128283303867274,-5.25319706740394,1.49481445333726e-07,5.22839835930551e-06,5728,"PTEN","10",87863113,87971930,1,"protein_coding","phosphatase and tensin homolog [Source:HGNC Symbol;Acc:HGNC:9588]"
"709","ENSG00000143761",5783.76268486053,0.327004490579523,0.0954622878492261,3.42548348616992,0.000613706240518983,0.00701508037700596,375,"ARF1","1",228082660,228099212,1,"protein_coding","ADP-ribosylation factor 1 [Source:HGNC Symbol;Acc:HGNC:652]"
"201","ENSG00000099341",1825.22735555683,0.314746301007944,0.0940512167932137,3.34654150939868,0.000818264274549565,0.00881224971995181,5714,"PSMD8","19",38374536,38383824,1,"protein_coding","proteasome (prosome, macropain) 26S subunit, non-ATPase, 8 [Source:HGNC Symbol;Acc:HGNC:9566]"
"1081","ENSG00000171509",36.8453134295342,-1.76199824546916,0.509266680468917,-3.45987340826376,0.000540429391965921,0.00637445727517436,59350,"RXFP1","4",158315311,158653372,1,"protein_coding","relaxin/insulin-like family peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:19718]"
"358","ENSG00000111450",1126.89662060933,0.623359674263817,0.17609232392264,3.53995938254338,0.000400188617964637,0.00501726541314109,2054,"STX2","12",130789600,130839266,-1,"protein_coding","syntaxin 2 [Source:HGNC Symbol;Acc:HGNC:3403]"
"801","ENSG00000152518",8269.97472534711,0.653468899633011,0.147073224352945,4.44315341903989,8.86499056104556e-06,0.000193458619664315,678,"ZFP36L2","2",43222402,43226609,-1,"protein_coding","ZFP36 ring finger protein-like 2 [Source:HGNC Symbol;Acc:HGNC:1108]"
"1216","ENSG00000184304",781.432501456156,0.671999509587742,0.138346858754798,4.85735285669749,1.189654821166e-06,3.2289108004586e-05,5587,"PRKD1","14",29576479,30191898,-1,"protein_coding","protein kinase D1 [Source:HGNC Symbol;Acc:HGNC:9407]"
"756","ENSG00000147459",1166.48221391024,0.7117817187563,0.171634351131102,4.14708194522557,3.36739565425776e-05,0.000621941551021143,80005,"DOCK5","8",25184723,25418082,1,"protein_coding","dedicator of cytokinesis 5 [Source:HGNC Symbol;Acc:HGNC:23476]"
"672","ENSG00000139624",714.776428430893,0.453243854853581,0.116491265591911,3.89079689838183,9.99155397605053e-05,0.00159454251809573,91012,"CERS5","12",50129306,50167533,-1,"protein_coding","ceramide synthase 5 [Source:HGNC Symbol;Acc:HGNC:23749]"
"357","ENSG00000111371",2474.94527763176,0.701676412358981,0.210351277188843,3.33573640120592,0.000850737879671902,0.00910490314021954,81539,"SLC38A1","12",46183063,46270017,-1,"protein_coding","solute carrier family 38, member 1 [Source:HGNC Symbol;Acc:HGNC:13447]"
"621","ENSG00000136478",3731.86033954668,1.50655966516113,0.197419244868979,7.63127052867104,2.32451306386983e-14,2.83909277034747e-12,55852,"TEX2","17",64147227,64263301,-1,"protein_coding","testis expressed 2 [Source:HGNC Symbol;Acc:HGNC:30884]"
"1265","ENSG00000188878",174.480157095274,-0.56115091272807,0.139871703945784,-4.01189730944852,6.02327016363852e-05,0.00102612403406418,NA,"FBF1","17",75909574,75941140,-1,"protein_coding","Fas (TNFRSF6) binding factor 1 [Source:HGNC Symbol;Acc:HGNC:24674]"
"938","ENSG00000164105",538.355706819132,1.20854600285572,0.165288654726269,7.3117299239755,2.63724778673223e-13,2.77368873125414e-11,8819,"SAP30","4",173369969,173377532,1,"protein_coding","Sin3A-associated protein, 30kDa [Source:HGNC Symbol;Acc:HGNC:10532]"
"864","ENSG00000158747",12172.6126395093,0.720565461267129,0.153213689665247,4.70300965169284,2.56354296082246e-06,6.46004295202265e-05,4681,"NBL1","1",19640554,19658456,1,"protein_coding","neuroblastoma 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:7650]"
"697","ENSG00000142875",1028.01819791706,-0.612531920007373,0.148562851551749,-4.12304902342299,3.73890085160235e-05,0.000678151537694821,5567,"PRKACB","1",84078062,84238498,1,"protein_coding","protein kinase, cAMP-dependent, catalytic, beta [Source:HGNC Symbol;Acc:HGNC:9381]"
"1341","ENSG00000198933",465.327770627982,0.413369960825958,0.109398331726042,3.77857645819618,0.000157727426668822,0.00232598040593895,9755,"TBKBP1","17",47694081,47712050,1,"protein_coding","TBK1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:30140]"
"242","ENSG00000101825",4737.75731695119,-1.33086169494248,0.26814114604086,-4.96328786011706,6.93097384671186e-07,2.00323662039029e-05,25878,"MXRA5","X",3308565,3346641,-1,"protein_coding","matrix-remodelling associated 5 [Source:HGNC Symbol;Acc:HGNC:7539]"
"871","ENSG00000159216",3484.73176765636,0.424395423069127,0.119219322158378,3.559787250806,0.000371155356635915,0.00469637681553539,100506403,"RUNX1","21",34787801,36004667,-1,"protein_coding","runt-related transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]"
"168","ENSG00000088854",1564.56322164098,0.329874545621549,0.0933742134273903,3.53282275173398,0.000411148025722563,0.00511654630202812,25943,"C20orf194","20",3249305,3407625,-1,"protein_coding","chromosome 20 open reading frame 194 [Source:HGNC Symbol;Acc:HGNC:17721]"
"8","ENSG00000007866",1620.52184915199,0.553934442516548,0.156829304498762,3.53208505442884,0.000412296721513249,0.00512662877448124,7005,"TEAD3","6",35473597,35497076,-1,"protein_coding","TEA domain family member 3 [Source:HGNC Symbol;Acc:HGNC:11716]"
"600","ENSG00000135472",168.212148167976,-1.66204777460901,0.458189286026283,-3.62742609942581,0.000286260670309612,0.00378970091943976,23017,"FAIM2","12",49866896,49904217,-1,"protein_coding","Fas apoptotic inhibitory molecule 2 [Source:HGNC Symbol;Acc:HGNC:17067]"
"1398","ENSG00000241878",533.915029571366,0.500800173564226,0.140087560969363,3.57490822239205,0.000350350773117805,0.00447768983870815,23761,"PISD","22",31618491,31662432,-1,"protein_coding","phosphatidylserine decarboxylase [Source:HGNC Symbol;Acc:HGNC:8999]"
"318","ENSG00000107796",5782.98458788473,1.10058100383154,0.279735272798614,3.9343662056657,8.34165192373483e-05,0.0013615736654597,59,"ACTA2","10",88935074,88991390,-1,"protein_coding","actin, alpha 2, smooth muscle, aorta [Source:HGNC Symbol;Acc:HGNC:130]"
"536","ENSG00000130584",212.196160443691,-0.857587678775945,0.224067782947288,-3.82735825514769,0.000129525927847246,0.00197306332989665,140685,"ZBTB46","20",63743666,63831244,-1,"protein_coding","zinc finger and BTB domain containing 46 [Source:HGNC Symbol;Acc:HGNC:16094]"
"1332","ENSG00000198736",328.088987095931,0.690734882393406,0.123537618616328,5.5912918682578,2.25386348231355e-08,9.7250035440566e-07,51734,"MSRB1","16",1938210,1943326,-1,"protein_coding","methionine sulfoxide reductase B1 [Source:HGNC Symbol;Acc:HGNC:14133]"
"46","ENSG00000046653",1108.59812915392,2.71782056058993,0.771533583528744,3.52262120355086,0.000427301608511847,0.00528715920009144,2824,"GPM6B","X",13771031,13938638,-1,"protein_coding","glycoprotein M6B [Source:HGNC Symbol;Acc:HGNC:4461]"
"247","ENSG00000102218",431.436524945692,0.532796007350883,0.143754877211653,3.70628125935817,0.00021032472341898,0.00293853130643953,6102,"RP2","X",46836940,46882358,1,"protein_coding","retinitis pigmentosa 2 (X-linked recessive) [Source:HGNC Symbol;Acc:HGNC:10274]"
"182","ENSG00000092621",1241.44615445827,-1.41618669014852,0.280047981815797,-5.05694303156956,4.26030435379914e-07,1.31947463063984e-05,26227,"PHGDH","1",119659798,119744215,1,"protein_coding","phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923]"
"542","ENSG00000131242",51.397289839698,-2.41019791408634,0.436057641829879,-5.52724613189244,3.25296443764155e-08,1.33512591891819e-06,84440,"RAB11FIP4","17",31391624,31538217,1,"protein_coding","RAB11 family interacting protein 4 (class II) [Source:HGNC Symbol;Acc:HGNC:30267]"
"1396","ENSG00000241399",3857.61846733801,1.81251353798507,0.33432653065952,5.42138709246183,5.91383445294583e-08,2.25604591410238e-06,9936,"CD302","2",159768630,159798255,-1,"protein_coding","CD302 molecule [Source:HGNC Symbol;Acc:HGNC:30843]"
"293","ENSG00000105835",2566.88138382778,0.982053450975839,0.141913963843326,6.92006215864727,4.51445516240937e-12,3.88473996788011e-10,10135,"NAMPT","7",106248285,106286326,-1,"protein_coding","nicotinamide phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:30092]"
"921","ENSG00000163431",6894.77385350566,1.16829886775148,0.25587425667656,4.56591015808315,4.97331747716214e-06,0.000118057826319155,25802,"LMOD1","1",201896452,201946588,-1,"protein_coding","leiomodin 1 (smooth muscle) [Source:HGNC Symbol;Acc:HGNC:6647]"
"396","ENSG00000114853",2770.85195738263,0.732052597596843,0.108575065323214,6.74236386980397,1.5583022378124e-11,1.25534507402493e-09,92999,"ZBTB47","3",42653684,42665854,1,"protein_coding","zinc finger and BTB domain containing 47 [Source:HGNC Symbol;Acc:HGNC:26955]"
"1085","ENSG00000171617",761.328627866691,-1.13334041671968,0.319109705699897,-3.55156987229187,0.00038294030211311,0.00482498408943682,8507,"ENC1","5",74627406,74641424,-1,"protein_coding","ectodermal-neural cortex 1 (with BTB domain) [Source:HGNC Symbol;Acc:HGNC:3345]"
"1251","ENSG00000187189",494.780968241261,-0.430586719125922,0.128232255735854,-3.35786590242075,0.000785467083991443,0.0085397695528,23270,"TSPYL4","6",116249961,116254140,-1,"protein_coding","TSPY-like 4 [Source:HGNC Symbol;Acc:HGNC:21559]"
"1376","ENSG00000214274",183.9886473352,0.998486540224505,0.221813258411509,4.50147366020884,6.74839291686747e-06,0.000152316558458954,283,"ANG","14",20684177,20698971,1,"protein_coding","angiogenin, ribonuclease, RNase A family, 5 [Source:HGNC Symbol;Acc:HGNC:483]"
"344","ENSG00000109906",439.541520915421,5.92759817865285,0.428158161852261,13.8444124316336,1.37500469014925e-43,2.6030557540388e-40,7704,"ZBTB16","11",114059593,114250676,1,"protein_coding","zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930]"
"865","ENSG00000158813",84.2727344515981,1.52711261083539,0.352043842134567,4.33784781343131,1.43884725382696e-05,0.000298921010414395,1896,"EDA","X",69616067,70039469,1,"protein_coding","ectodysplasin A [Source:HGNC Symbol;Acc:HGNC:3157]"
"744","ENSG00000146409",170.32432333232,-0.706977813425305,0.209353955720322,-3.37694986938658,0.000732944069749818,0.00808267919993072,116843,"SLC18B1","6",132769370,132798553,-1,"protein_coding","solute carrier family 18, subfamily B, member 1 [Source:HGNC Symbol;Acc:HGNC:21573]"
"584","ENSG00000134363",2787.31047736409,-1.4898945147795,0.322239469885526,-4.62356307658021,3.77203968104505e-06,9.18449211727126e-05,10468,"FST","5",53480409,53487134,1,"protein_coding","follistatin [Source:HGNC Symbol;Acc:HGNC:3971]"
"1294","ENSG00000196850",525.408735772489,1.21096705861731,0.198105454177137,6.11273961964986,9.79350945601519e-10,5.4731623878727e-08,160760,"PPTC7","12",110533245,110583320,-1,"protein_coding","PTC7 protein phosphatase homolog [Source:HGNC Symbol;Acc:HGNC:30695]"
"202","ENSG00000099365",89.8519670138821,-0.930097097256213,0.261655730655429,-3.55465976199483,0.000378468499957186,0.00477261068430606,112755,"STX1B","16",30989256,31010628,-1,"protein_coding","syntaxin 1B [Source:HGNC Symbol;Acc:HGNC:18539]"
"617","ENSG00000136237",117.050766902385,3.15813667044954,0.568704178409254,5.55321516941074,2.80462494095492e-08,1.17337140140227e-06,9771,"RAPGEF5","7",22118238,22357144,-1,"protein_coding","Rap guanine nucleotide exchange factor (GEF) 5 [Source:HGNC Symbol;Acc:HGNC:16862]"
"555","ENSG00000132170",520.718050643562,1.06904121258821,0.287218461439856,3.72204908844995,0.000197612592467431,0.00278729405306161,5468,"PPARG","3",12287368,12434356,1,"protein_coding","peroxisome proliferator-activated receptor gamma [Source:HGNC Symbol;Acc:HGNC:9236]"
"195","ENSG00000096654",158.481672670542,-0.636933902852652,0.163445692405458,-3.89691458660541,9.7425959756555e-05,0.00156139276244765,7738,"ZNF184","6",27450743,27473118,-1,"protein_coding","zinc finger protein 184 [Source:HGNC Symbol;Acc:HGNC:12975]"
"313","ENSG00000107338",346.317273057369,-0.930896365557238,0.145144922285952,-6.41356480747748,1.42155642395853e-10,9.48434891667489e-09,6461,"SHB","9",37919134,38069211,-1,"protein_coding","Src homology 2 domain containing adaptor protein B [Source:HGNC Symbol;Acc:HGNC:10838]"
"433","ENSG00000118507",103.319466670868,0.756486800272798,0.193368142746753,3.91215838103973,9.14748853894253e-05,0.00148011446498167,9465,"AKAP7","6",131135666,131283535,1,"protein_coding","A kinase (PRKA) anchor protein 7 [Source:HGNC Symbol;Acc:HGNC:377]"
"1377","ENSG00000214447",34.7227109323899,-1.36808020799054,0.402998209176838,-3.3947550555745,0.000686900253613841,0.00766625227780517,388389,"FAM187A","17",44899712,44905390,1,"protein_coding","family with sequence similarity 187, member A [Source:HGNC Symbol;Acc:HGNC:35153]"
"1379","ENSG00000214944",635.215713829466,1.08637348689206,0.171537912777931,6.33313924192638,2.40222583954578e-10,1.5350932632878e-08,64283,"ARHGEF28","5",73626158,73941993,1,"protein_coding","Rho guanine nucleotide exchange factor (GEF) 28 [Source:HGNC Symbol;Acc:HGNC:30322]"
"88","ENSG00000068784",277.284228387818,-0.580174561029128,0.166046531583555,-3.49404805686762,0.000475755370266032,0.00576728771704714,55133,"SRBD1","2",45388680,45612165,-1,"protein_coding","S1 RNA binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25521]"
"557","ENSG00000132330",160.205117398884,0.630367718036263,0.148263766018464,4.251664010462,2.12188032312762e-05,0.000421177948804296,51540,"SCLY","2",238060889,238099413,1,"protein_coding","selenocysteine lyase [Source:HGNC Symbol;Acc:HGNC:18161]"
"632","ENSG00000137124",668.600942409911,0.981928463445109,0.25341968564641,3.87471265675535,0.000106750586626586,0.00168363449039781,219,"ALDH1B1","9",38392664,38398661,1,"protein_coding","aldehyde dehydrogenase 1 family, member B1 [Source:HGNC Symbol;Acc:HGNC:407]"
"39","ENSG00000034533",123.555150794096,-0.677033394415646,0.193916554853346,-3.4913645971468,0.000480559978209777,0.00581325921166643,28990,"ASTE1","3",131013875,131027649,-1,"protein_coding","asteroid homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:25021]"
"446","ENSG00000120526",248.830702078316,0.682028271307941,0.120009968331878,5.68309683593821,1.32277320449449e-08,5.99999264094121e-07,84955,"NUDCD1","8",109240919,109334385,-1,"protein_coding","NudC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24306]"
"987","ENSG00000166401",401.457593847852,0.537866138054622,0.14088511539692,3.81776411609754,0.000134666588070023,0.00203952547632049,5271,"SERPINB8","18",63969925,64005667,1,"protein_coding","serpin peptidase inhibitor, clade B (ovalbumin), member 8 [Source:HGNC Symbol;Acc:HGNC:8952]"
"177","ENSG00000091262",53.4209603979305,-1.2279293342969,0.351801798255097,-3.49040095982257,0.000482296341386871,0.00582022158589973,368,"ABCC6","16",16148928,16223522,-1,"protein_coding","ATP-binding cassette, sub-family C (CFTR/MRP), member 6 [Source:HGNC Symbol;Acc:HGNC:57]"
"435","ENSG00000118689",5353.974568445,1.27540191217773,0.160754076182451,7.9338698119865,2.12420772427216e-15,2.89829963820738e-13,2309,"FOXO3","6",108559835,108684774,1,"protein_coding","forkhead box O3 [Source:HGNC Symbol;Acc:HGNC:3821]"
